CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,DistrictID
644,810240069202400001,202400001,2024-01-14,323,69,8,2,4,8,1,25,2024-01-13 12:17:00,2024-01-14 01:17:00,2024-01-14 07:17:00,13.228055,74.248892,Sapiente quisquam quos dolore tempora officiis vel temporibus ab.,1024
645,110180054202200001,202200001,2022-08-16,115,54,1,2,5,11,2,19,2022-08-14 12:36:00,2022-08-16 08:36:00,2022-08-16 12:36:00,13.861263,76.965672,Eligendi corporis alias consequatur quisquam amet impedit explicabo libero assumenda alias veniam et.,1018
646,110130040202200004,202200004,2022-05-14,195,40,1,2,6,13,3,14,2022-05-13 08:08:00,2022-05-14 18:08:00,2022-05-14 23:08:00,15.271944,77.872073,Velit natus voluptatum corporis repellendus harum repudiandae quam id doloribus assumenda ex.,1013
647,110240071202300001,202300001,2023-01-28,314,71,1,2,6,13,3,25,2023-01-28 20:01:00,2023-01-28 21:01:00,2023-01-29 00:01:00,13.264403,74.173263,Delectus modi reprehenderit inventore architecto officiis beatae tempore necessitatibus fugiat eius ea consequuntur.,1024
648,110200057202500004,202500004,2025-08-24,170,57,1,2,3,6,2,21,2025-08-22 19:54:00,2025-08-24 01:54:00,2025-08-24 04:54:00,16.972691,76.560935,Magnam exercitationem blanditiis aspernatur voluptatem repudiandae repudiandae deleniti odit voluptate in adipisci pariatur occaecati.,1020
649,110020008202600003,202600003,2026-04-04,362,8,1,2,6,13,2,3,2026-04-03 04:56:00,2026-04-04 01:56:00,2026-04-04 01:56:00,16.178515,76.630316,Explicabo ad voluptates vero fugit nemo veniam aperiam harum.,1002
650,110220066202300002,202300002,2023-11-17,279,66,1,2,5,11,1,23,2023-11-15 05:56:00,2023-11-17 02:56:00,2023-11-17 05:56:00,13.1628,76.354509,Dignissimos dolore tempora repellendus ad reprehenderit occaecati optio asperiores nihil.,1022
651,810300092202300001,202300001,2023-05-27,226,92,8,1,3,7,2,31,2023-05-27 04:10:00,2023-05-27 06:10:00,2023-05-27 10:10:00,13.418527,75.986121,Deleniti odit aut repudiandae suscipit minus cum sit aspernatur dignissimos laborum rerum provident maiores eaque deserunt.,1030
652,110130040202300003,202300003,2023-11-16,237,40,1,2,1,1,3,14,2023-11-14 22:15:00,2023-11-16 08:15:00,2023-11-16 14:15:00,15.278166,77.856702,Deleniti dignissimos optio aut quasi culpa voluptate enim quibusdam vero voluptatum quis esse.,1013
653,144300002202200003,202200003,2022-05-30,339,2,1,2,4,8,2,1,2022-05-30 13:39:00,2022-05-30 19:39:00,2022-05-30 19:39:00,13.02003,77.720204,Accusamus iste soluta odit facilis ratione deleniti cumque qui tenetur veniam optio sequi quia.,4430
654,410230068202400001,202400001,2024-02-12,172,68,4,1,6,13,3,24,2024-02-12 06:56:00,2024-02-12 10:56:00,2024-02-12 12:56:00,16.451269,76.932769,Ipsam ad vero eius fugit aliquam magni suscipit maiores ex autem sequi.,1023
655,110180054202400003,202400003,2024-06-03,297,54,1,2,6,13,1,19,2024-06-02 19:06:00,2024-06-03 02:06:00,2024-06-03 06:06:00,13.869744,76.970038,Eos minus eos dignissimos quas quia in praesentium magni accusantium inventore quas.,1018
656,110200058202300004,202300004,2023-04-23,241,58,1,2,6,12,3,21,2023-04-22 03:50:00,2023-04-23 19:50:00,2023-04-23 23:50:00,16.989331,76.562554,Iure sit veniam temporibus cupiditate consectetur omnis nam harum ratione aspernatur.,1020
657,110030011202500002,202500002,2025-08-26,18,11,1,2,1,1,1,4,2025-08-26 20:50:00,2025-08-26 21:50:00,2025-08-27 01:50:00,16.017839,78.346355,Excepturi modi quos expedita amet tenetur aliquid facere suscipit neque.,1003
658,110060019202500002,202500002,2025-04-29,54,19,1,2,5,10,2,7,2025-04-27 14:57:00,2025-04-29 06:57:00,2025-04-29 09:57:00,17.278343,75.71247,Totam sit quis iusto illum facilis dolorem.,1006
659,110010006202200001,202200001,2022-10-09,145,6,1,2,2,5,2,2,2022-10-08 02:03:00,2022-10-09 01:03:00,2022-10-09 03:03:00,14.215789,75.465138,Maxime minima mollitia possimus libero dolor iusto.,1001
660,110050017202500003,202500003,2025-01-13,78,17,1,2,4,9,4,6,2025-01-11 18:09:00,2025-01-13 04:09:00,2025-01-13 08:09:00,15.795027,75.814721,Explicabo reiciendis ducimus occaecati occaecati dolor velit debitis asperiores vero recusandae nulla et.,1005
661,110260077202200002,202200002,2022-10-24,13,77,1,2,5,11,1,27,2022-10-23 02:15:00,2022-10-24 01:15:00,2022-10-24 02:15:00,12.821391,76.147069,Omnis dolorum voluptatem eos delectus ab corporis totam incidunt tempore labore magnam blanditiis.,1026
662,810200057202500001,202500001,2025-08-04,170,57,8,2,1,2,4,21,2025-08-02 15:50:00,2025-08-04 06:50:00,2025-08-04 11:50:00,16.97816,76.569021,Tempora delectus libero in officia illum libero iusto sit eveniet eos ipsam praesentium explicabo.,1020
663,110110034202500001,202500001,2025-03-30,83,34,1,1,5,10,2,12,2025-03-30 15:21:00,2025-03-30 18:21:00,2025-03-30 21:21:00,11.744333,75.076984,Tenetur atque quisquam autem dolor incidunt itaque eius fugiat minus dolorum.,1011
664,110090026202200004,202200004,2022-01-08,108,26,1,1,6,12,3,10,2022-01-07 22:14:00,2022-01-08 20:14:00,2022-01-09 02:14:00,15.904362,75.464396,Debitis corporis ducimus nostrum ea dolor quod a dolor a quos provident et.,1009
665,110070020202300004,202300004,2023-02-25,351,20,1,2,1,1,2,8,2023-02-25 02:11:00,2023-02-25 12:11:00,2023-02-25 14:11:00,16.383439,75.344649,Dolores saepe molestiae quisquam ad aspernatur at eius explicabo voluptatum dolores.,1007
666,110230067202500004,202500004,2025-07-16,325,67,1,1,3,7,1,24,2025-07-16 03:58:00,2025-07-16 18:58:00,2025-07-16 20:58:00,16.427733,76.946386,Occaecati voluptates officia repellendus perferendis iste modi libero nam exercitationem nulla dicta mollitia.,1023
667,110060018202300006,202300006,2023-11-27,132,18,1,2,2,4,4,7,2023-11-27 15:15:00,2023-11-27 17:15:00,2023-11-27 23:15:00,17.322318,75.712823,Labore nostrum fugiat libero veritatis perferendis odit harum beatae minima provident facere laborum.,1006
668,110030011202400002,202400002,2024-02-16,159,11,1,2,1,2,1,4,2024-02-15 20:50:00,2024-02-16 20:50:00,2024-02-17 01:50:00,16.008958,78.319842,Dolorum at nostrum magnam repellendus odio possimus iusto quisquam ullam perferendis asperiores dignissimos debitis autem.,1003
669,110040013202400002,202400002,2024-12-15,4,13,1,1,4,9,1,5,2024-12-15 10:56:00,2024-12-15 19:56:00,2024-12-16 01:56:00,16.365237,76.959713,Ipsum nam labore culpa ea distinctio et numquam ipsam quod sequi.,1004
670,110190056202400005,202400005,2024-12-26,343,56,1,2,3,6,1,20,2024-12-26 09:44:00,2024-12-26 12:44:00,2024-12-26 18:44:00,16.932463,77.15417,Fugiat ducimus sapiente dolores tempore quisquam dolorum vero nulla.,1019
671,110270079202300001,202300001,2023-01-23,48,79,1,2,2,3,1,28,2023-01-23 08:18:00,2023-01-23 17:18:00,2023-01-23 23:18:00,15.969347,77.94696,Quos tempora at dolor veniam itaque voluptates nemo officiis qui.,1027
672,110130041202500004,202500004,2025-04-11,175,41,1,2,6,13,2,14,2025-04-11 04:13:00,2025-04-11 15:13:00,2025-04-11 19:13:00,15.310101,77.856259,Reprehenderit eveniet neque sequi suscipit adipisci eaque hic magni aliquid voluptates quae sapiente aliquid fuga.,1013
673,110070021202500002,202500002,2025-08-14,2,21,1,2,4,8,1,8,2025-08-12 19:23:00,2025-08-14 16:23:00,2025-08-14 19:23:00,16.369492,75.334494,Vel facilis at quasi rerum repellat voluptatum fuga sed voluptate quod necessitatibus.,1007
674,110210060202400002,202400002,2024-10-10,110,60,1,1,5,10,3,22,2024-10-09 10:17:00,2024-10-10 15:17:00,2024-10-10 21:17:00,17.469501,76.500763,Omnis optio quod ea excepturi libero delectus iusto.,1021
675,110300092202300002,202300002,2023-03-24,226,92,1,2,4,9,1,31,2023-03-24 03:27:00,2023-03-24 09:27:00,2023-03-24 11:27:00,13.398678,75.963638,Magnam debitis odio dolor illum corporis quisquam numquam eos delectus.,1030
676,110030009202300004,202300004,2023-12-22,396,9,1,2,1,1,2,4,2023-12-21 04:37:00,2023-12-22 07:37:00,2023-12-22 09:37:00,16.018481,78.346203,Sint reiciendis eum inventore pariatur nulla enim tempora suscipit minus totam.,1003
677,110020008202300002,202300002,2023-10-12,42,8,1,2,1,2,1,3,2023-10-12 02:24:00,2023-10-12 08:24:00,2023-10-12 10:24:00,16.152617,76.683571,Enim quis quam delectus voluptatum expedita eos tempora.,1002
678,110220066202400001,202400001,2024-11-16,279,66,1,2,1,2,1,23,2024-11-16 12:41:00,2024-11-16 17:41:00,2024-11-16 19:41:00,13.129649,76.435962,Saepe aliquam placeat molestiae molestiae mollitia eveniet quia vero provident aperiam tempore quos optio blanditiis.,1022
679,144300001202300002,202300002,2023-02-15,296,1,1,2,6,12,3,1,2023-02-14 16:12:00,2023-02-15 10:12:00,2023-02-15 11:12:00,12.984277,77.580667,Nisi recusandae debitis quos quos minima quae sit excepturi nulla saepe officia eligendi consequuntur.,4430
680,110150046202200001,202200001,2022-10-10,394,46,1,1,5,10,1,16,2022-10-09 23:47:00,2022-10-10 22:47:00,2022-10-11 04:47:00,11.86368,78.348048,Aperiam vel repellat voluptate officiis totam optio.,1015
681,810190055202400001,202400001,2024-04-10,182,55,8,2,6,12,1,20,2024-04-08 19:48:00,2024-04-10 18:48:00,2024-04-10 23:48:00,16.915773,77.173109,Amet perspiciatis nihil voluptas culpa nostrum nemo rerum saepe accusantium minus officiis occaecati occaecati.,1019
682,110220064202300002,202300002,2023-04-24,376,64,1,2,5,11,2,23,2023-04-24 10:37:00,2023-04-24 16:37:00,2023-04-24 18:37:00,13.100485,76.486113,Esse praesentium possimus molestias at porro blanditiis.,1022
683,110150048202400004,202400004,2024-05-28,382,48,1,2,2,4,2,16,2024-05-28 13:26:00,2024-05-28 22:26:00,2024-05-29 00:26:00,11.814372,78.278613,Sapiente eos deleniti sit hic id deserunt nam.,1015
684,410070021202200001,202200001,2022-01-20,137,21,4,2,6,13,2,8,2022-01-18 19:51:00,2022-01-20 15:51:00,2022-01-20 21:51:00,16.310008,75.273746,Ipsum nemo modi repudiandae distinctio laborum quam.,1007
685,110240070202600001,202600001,2026-05-14,55,70,1,2,3,6,1,25,2026-05-14 13:34:00,2026-05-14 22:34:00,2026-05-14 23:34:00,13.262596,74.20012,Corrupti aperiam ipsum dolores doloribus rerum ad eligendi delectus at culpa optio ipsum laudantium.,1024
686,844300001202300001,202300001,2023-11-08,365,1,8,2,5,11,1,1,2023-11-07 17:40:00,2023-11-08 18:40:00,2023-11-08 19:40:00,13.133099,77.743506,Inventore id repellendus repellendus debitis optio atque.,4430
687,410140044202200001,202200001,2022-05-11,153,44,4,2,2,4,2,15,2022-05-10 21:24:00,2022-05-11 17:24:00,2022-05-11 17:24:00,13.855507,75.363322,Corrupti iure veniam ex aut voluptas quasi voluptates et asperiores.,1014
688,110160050202500002,202500002,2025-10-14,69,50,1,2,1,2,1,17,2025-10-14 04:11:00,2025-10-14 17:11:00,2025-10-14 17:11:00,15.097697,76.271601,Sed soluta a nostrum ipsam est saepe facere.,1016
689,410120036202400001,202400001,2024-03-01,238,36,4,2,2,5,1,13,2024-03-01 08:13:00,2024-03-01 09:13:00,2024-03-01 10:13:00,13.91281,77.164462,Deleniti labore inventore error eveniet vitae repellat nihil aspernatur dolorum facere quisquam dicta.,1012
690,144300004202400003,202400003,2024-04-21,388,4,1,2,1,1,1,1,2024-04-20 22:10:00,2024-04-21 12:10:00,2024-04-21 13:10:00,12.998646,77.59755,Porro repellendus nostrum asperiores iure nihil animi laudantium.,4430
691,310050017202300001,202300001,2023-09-27,32,17,3,2,6,13,4,6,2023-09-25 23:52:00,2023-09-27 13:52:00,2023-09-27 14:52:00,15.741219,75.801298,Vel dolores hic placeat quo velit debitis nemo voluptas quisquam.,1005
692,110160049202500002,202500002,2025-11-03,341,49,1,2,2,4,3,17,2025-11-01 23:17:00,2025-11-03 14:17:00,2025-11-03 20:17:00,15.011301,76.254434,Magnam nisi quis iure velit perspiciatis a quo harum rem occaecati nesciunt temporibus.,1016
693,110080024202300001,202300001,2023-11-05,166,24,1,2,4,9,1,9,2023-11-04 12:56:00,2023-11-05 18:56:00,2023-11-05 20:56:00,12.625866,74.578758,Architecto explicabo similique unde debitis eum praesentium quae consectetur maxime totam vero mollitia.,1008
694,110200058202500002,202500002,2025-12-28,241,58,1,2,5,11,2,21,2025-12-27 21:25:00,2025-12-28 09:25:00,2025-12-28 13:25:00,17.021351,76.692891,Sunt saepe placeat dignissimos quos consequatur minus iusto dolorum.,1020
695,110070021202400001,202400001,2024-07-26,117,21,1,2,6,12,4,8,2024-07-25 20:58:00,2024-07-26 12:58:00,2024-07-26 18:58:00,16.370227,75.342806,Veniam atque minus libero quam ipsum eaque a expedita minus consequuntur earum.,1007
696,110160049202500003,202500003,2025-07-10,391,49,1,2,6,13,3,17,2025-07-10 03:18:00,2025-07-10 17:18:00,2025-07-10 20:18:00,15.011044,76.290274,Sunt aut unde laboriosam quos accusantium cum assumenda nobis fugit.,1016
697,110030009202600001,202600001,2026-04-10,396,9,1,2,3,7,3,4,2026-04-09 14:07:00,2026-04-10 17:07:00,2026-04-10 20:07:00,16.01465,78.343398,Quis facilis dignissimos corrupti vero adipisci iure facere deserunt nobis.,1003
698,110300093202300003,202300003,2023-03-01,187,93,1,2,4,9,3,31,2023-03-01 03:02:00,2023-03-01 16:02:00,2023-03-01 19:02:00,13.37078,75.94145,Aperiam dolorum ipsam ipsam laboriosam quaerat cupiditate.,1030
699,110010005202300003,202300003,2023-05-29,255,5,1,2,2,4,1,2,2023-05-27 15:45:00,2023-05-29 03:45:00,2023-05-29 08:45:00,14.193814,75.478784,Iusto aliquid possimus dolores accusamus quae molestiae eligendi laudantium voluptate expedita.,1001
700,144300002202400004,202400004,2024-06-15,339,2,1,1,3,6,1,1,2024-06-14 21:30:00,2024-06-15 04:30:00,2024-06-15 05:30:00,12.832819,77.621341,Earum illo dolores natus culpa nostrum voluptate excepturi natus pariatur repudiandae aliquam provident eaque et.,4430
701,110210062202400003,202400003,2024-12-30,356,62,1,2,2,3,1,22,2024-12-30 00:25:00,2024-12-30 23:25:00,2024-12-31 00:25:00,17.468109,76.518271,Facilis in cumque repellat voluptate molestias debitis aperiam.,1021
702,110280084202200001,202200001,2022-03-12,227,84,1,2,2,3,3,29,2022-03-11 03:34:00,2022-03-12 21:34:00,2022-03-13 02:34:00,16.825415,78.068431,Assumenda sunt amet cum veritatis deserunt quod aliquid a aliquid fugiat doloribus itaque incidunt totam eligendi.,1028
703,110130041202200002,202200002,2022-07-30,270,41,1,1,3,7,1,14,2022-07-29 23:44:00,2022-07-30 12:44:00,2022-07-30 13:44:00,15.304904,77.894528,Ducimus odit corporis modi consequatur iusto architecto itaque sint.,1013
704,110140044202300003,202300003,2023-05-04,199,44,1,2,1,1,1,15,2023-05-02 11:05:00,2023-05-04 06:05:00,2023-05-04 06:05:00,13.897549,75.351534,Repellat nisi repellendus quam ab saepe tempora doloremque totam quae sapiente labore.,1014
705,110230068202200004,202200004,2022-07-17,103,68,1,2,6,12,3,24,2022-07-17 00:10:00,2022-07-17 21:10:00,2022-07-18 01:10:00,16.441453,76.96266,Veritatis ea reprehenderit adipisci laudantium tempore quae amet corrupti laudantium.,1023
706,110120038202500004,202500004,2025-07-03,372,38,1,1,5,11,1,13,2025-07-02 07:59:00,2025-07-03 06:59:00,2025-07-03 08:59:00,13.925432,77.204998,Unde debitis temporibus cupiditate suscipit quia illum.,1012
707,110290087202400003,202400003,2024-04-03,196,87,1,1,1,1,2,30,2024-04-03 02:20:00,2024-04-03 20:20:00,2024-04-04 01:20:00,15.734573,77.88469,Quos totam animi fugit dolorum quasi dignissimos nisi eaque sed.,1029
708,110060019202200003,202200003,2022-03-31,295,19,1,2,2,4,1,7,2022-03-29 15:56:00,2022-03-31 02:56:00,2022-03-31 08:56:00,17.297145,75.717016,Nostrum in atque voluptatibus at saepe assumenda quidem ipsum hic iure doloribus atque repellat quo necessitatibus.,1006
709,810270082202500001,202500001,2025-03-11,113,82,8,2,1,1,4,28,2025-03-09 08:16:00,2025-03-11 05:16:00,2025-03-11 06:16:00,15.890444,77.9262,Aut rerum corporis rerum mollitia asperiores reprehenderit natus fuga ratione consequuntur laboriosam numquam vitae ullam.,1027
710,110010006202500002,202500002,2025-07-25,232,6,1,1,6,13,4,2,2025-07-24 17:20:00,2025-07-25 22:20:00,2025-07-26 01:20:00,14.173262,75.46898,Recusandae laborum minima laudantium fuga in corporis dolores laborum ad repellat molestiae earum sequi quaerat eos.,1001
711,110180054202600001,202600001,2026-02-28,385,54,1,1,5,10,1,19,2026-02-27 23:32:00,2026-02-28 07:32:00,2026-02-28 09:32:00,13.657901,77.074199,Maiores nesciunt mollitia quas soluta nulla velit dicta eos provident ratione tempore neque facilis temporibus.,1018
712,110280086202400003,202400003,2024-05-27,390,86,1,2,1,2,1,29,2024-05-26 06:39:00,2024-05-27 07:39:00,2024-05-27 08:39:00,16.759615,78.108968,Hic ad vel sunt cumque totam soluta unde illo aliquid.,1028
713,110020007202300003,202300003,2023-05-03,310,7,1,2,4,9,1,3,2023-05-02 05:38:00,2023-05-03 23:38:00,2023-05-04 05:38:00,16.187665,76.617897,Ex unde totam quod earum voluptates nemo incidunt totam debitis neque.,1002
714,110200057202400002,202400002,2024-12-02,11,57,1,1,3,7,3,21,2024-12-01 15:41:00,2024-12-02 13:41:00,2024-12-02 14:41:00,17.068364,76.554026,Animi voluptatem maxime soluta alias blanditiis nisi maxime quibusdam tempore adipisci modi.,1020
715,110050016202200006,202200006,2022-04-21,353,16,1,2,6,12,1,6,2022-04-21 00:15:00,2022-04-21 21:15:00,2022-04-21 22:15:00,15.75762,75.791956,Itaque numquam voluptas possimus eaque ab id neque consequatur neque quo.,1005
716,110080023202200002,202200002,2022-01-13,15,23,1,1,4,8,4,9,2022-01-12 12:55:00,2022-01-13 02:55:00,2022-01-13 03:55:00,12.626852,74.569455,Ab vero quaerat facere excepturi amet ab assumenda quam fuga impedit.,1008
717,110140042202500002,202500002,2025-04-28,360,42,1,2,2,4,2,15,2025-04-28 06:53:00,2025-04-28 17:53:00,2025-04-28 22:53:00,13.911122,75.346424,Vero dolore assumenda dolor amet quo maxime aspernatur quam.,1014
718,110250073202400001,202400001,2024-05-18,352,73,1,2,2,5,1,26,2024-05-16 22:38:00,2024-05-18 05:38:00,2024-05-18 05:38:00,13.348707,78.395849,Veritatis iste nesciunt id dolorum quaerat facilis non perferendis sed dolores exercitationem alias atque odit.,1025
719,810100030202400001,202400001,2024-01-07,19,30,8,2,2,5,3,11,2024-01-07 02:24:00,2024-01-07 12:24:00,2024-01-07 18:24:00,13.490139,76.661423,Earum quaerat architecto ipsam sapiente ea cumque fuga harum repudiandae nulla quasi laboriosam in.,1010
720,810070020202400001,202400001,2024-09-14,99,20,8,2,4,8,4,8,2024-09-12 09:48:00,2024-09-14 00:48:00,2024-09-14 04:48:00,16.343089,75.336039,Amet esse pariatur temporibus maxime temporibus fuga soluta quos voluptatum.,1007
721,110130041202600001,202600001,2026-01-28,1,41,1,2,4,9,2,14,2026-01-26 22:16:00,2026-01-28 05:16:00,2026-01-28 05:16:00,15.280618,77.868277,Inventore illo totam laudantium distinctio harum pariatur laborum quod.,1013
722,110240070202600002,202600002,2026-01-04,77,70,1,1,2,5,3,25,2026-01-02 16:12:00,2026-01-04 15:12:00,2026-01-04 20:12:00,13.257414,74.119401,Nesciunt eos molestias asperiores iusto aspernatur hic commodi commodi voluptas.,1024
723,110080023202400003,202400003,2024-04-08,15,23,1,2,6,13,4,9,2024-04-08 08:25:00,2024-04-08 13:25:00,2024-04-08 16:25:00,12.569108,74.562897,Voluptas amet error temporibus eius et non perferendis.,1008
724,310250074202200001,202200001,2022-09-12,331,74,3,2,5,11,3,26,2022-09-10 13:59:00,2022-09-12 12:59:00,2022-09-12 14:59:00,13.348461,78.41658,Rem temporibus sed ex voluptas officia debitis.,1025
725,110090026202400003,202400003,2024-09-27,108,26,1,2,3,6,3,10,2024-09-27 04:44:00,2024-09-27 20:44:00,2024-09-27 23:44:00,15.893008,75.508031,Dolorem corrupti eum eum similique qui facilis ipsum alias eius nostrum ab nobis porro dolores sed.,1009
726,110130040202400002,202400002,2024-01-11,60,40,1,2,6,13,2,14,2024-01-10 00:45:00,2024-01-11 20:45:00,2024-01-11 21:45:00,15.27628,77.860904,Maxime magni blanditiis reprehenderit provident consectetur esse error alias molestiae a nostrum distinctio eveniet laboriosam.,1013
727,110180054202500004,202500004,2025-05-18,115,54,1,2,2,5,4,19,2025-05-17 16:42:00,2025-05-18 18:42:00,2025-05-18 23:42:00,13.86739,76.955689,Perspiciatis explicabo culpa incidunt accusantium ipsam eaque ducimus optio minima minima quibusdam voluptatem nemo.,1018
728,110280083202200001,202200001,2022-06-14,59,83,1,1,2,5,2,29,2022-06-12 19:58:00,2022-06-14 16:58:00,2022-06-14 18:58:00,16.751499,78.000749,Magnam nemo ratione corporis reiciendis occaecati similique molestiae nobis provident qui.,1028
729,110200058202400004,202400004,2024-12-27,241,58,1,2,4,8,4,21,2024-12-27 15:56:00,2024-12-27 21:56:00,2024-12-27 21:56:00,16.986655,76.575805,Pariatur inventore non nesciunt nobis minus aperiam ducimus qui suscipit harum natus atque ab enim.,1020
730,110180053202600001,202600001,2026-05-10,329,53,1,2,2,4,1,19,2026-05-09 15:52:00,2026-05-10 11:52:00,2026-05-10 11:52:00,13.857759,76.964582,Reprehenderit placeat commodi aspernatur nisi aspernatur veniam repudiandae iusto illo pariatur sequi quia veritatis architecto corporis.,1018
731,810160050202400001,202400001,2024-10-04,215,50,8,2,1,2,2,17,2024-10-03 05:06:00,2024-10-04 00:06:00,2024-10-04 05:06:00,14.995535,76.263509,Eum architecto fuga assumenda assumenda accusantium veritatis nesciunt impedit.,1016
732,110210061202200001,202200001,2022-12-28,81,61,1,1,6,12,4,22,2022-12-27 06:11:00,2022-12-28 11:11:00,2022-12-28 15:11:00,17.475825,76.434251,Soluta recusandae repellendus assumenda beatae voluptates beatae minus velit.,1021
733,110190055202300003,202300003,2023-01-16,259,55,1,2,6,13,4,20,2023-01-15 03:03:00,2023-01-16 06:03:00,2023-01-16 09:03:00,16.907609,77.157399,Odit odit pariatur porro repellat dolorum exercitationem voluptates repellendus magni inventore ullam aspernatur.,1019
734,110280086202500003,202500003,2025-07-02,38,86,1,1,6,13,1,29,2025-07-01 22:55:00,2025-07-02 03:55:00,2025-07-02 05:55:00,16.760683,78.074037,Aliquam beatae reprehenderit maxime iusto deleniti vitae eius enim corrupti illo similique qui.,1028
735,110200057202300003,202300003,2023-04-26,124,57,1,1,6,13,1,21,2023-04-26 14:31:00,2023-04-26 15:31:00,2023-04-26 20:31:00,17.079463,76.616598,Minima magnam esse animi dolorem magnam officiis laborum alias inventore in porro modi ipsa.,1020
736,110210062202200004,202200004,2022-03-27,104,62,1,2,5,11,2,22,2022-03-26 09:13:00,2022-03-27 03:13:00,2022-03-27 06:13:00,17.402523,76.337014,Voluptas at perferendis voluptatem ut architecto blanditiis asperiores delectus dolor.,1021
737,110050017202300002,202300002,2023-11-22,78,17,1,2,3,7,3,6,2023-11-21 19:27:00,2023-11-22 19:27:00,2023-11-23 00:27:00,15.771118,75.802475,Sed saepe et corrupti facilis doloremque nobis necessitatibus fugit rerum hic sunt veritatis ea.,1005
738,110210062202500003,202500003,2025-06-04,104,62,1,1,3,6,3,22,2025-06-02 23:22:00,2025-06-04 01:22:00,2025-06-04 06:22:00,17.451033,76.503308,Cupiditate qui iusto saepe adipisci tempore nihil optio nemo sint reiciendis enim fuga harum ad.,1021
739,110210059202200002,202200002,2022-10-12,269,59,1,2,1,1,2,22,2022-10-11 08:38:00,2022-10-12 00:38:00,2022-10-12 02:38:00,17.467333,76.415867,In impedit illum aliquam ipsa architecto cumque repudiandae.,1021
740,110280086202500004,202500004,2025-11-06,38,86,1,1,4,8,2,29,2025-11-06 00:55:00,2025-11-06 21:55:00,2025-11-06 21:55:00,16.797998,78.06461,Unde blanditiis tempora mollitia cumque a saepe.,1028
741,144300002202200004,202200004,2022-04-04,127,2,1,2,6,13,2,1,2022-04-04 17:20:00,2022-04-04 23:20:00,2022-04-05 01:20:00,12.994908,77.586339,Voluptatibus veritatis ipsum neque quibusdam aspernatur commodi doloremque.,4430
742,110100029202400001,202400001,2024-09-02,375,29,1,2,6,13,1,11,2024-09-02 08:54:00,2024-09-02 21:54:00,2024-09-03 02:54:00,13.355041,76.691135,Dolorum eius fugiat numquam consequuntur exercitationem at asperiores quia voluptas temporibus enim consequatur porro.,1010
743,110180054202400004,202400004,2024-12-01,169,54,1,2,6,12,1,19,2024-11-29 22:50:00,2024-12-01 18:50:00,2024-12-01 22:50:00,13.87315,76.966837,Porro consequatur magni reiciendis fuga quam ducimus reprehenderit quod nostrum voluptatibus molestiae aliquam fugit quibusdam nulla.,1018
744,810100031202400001,202400001,2024-08-14,47,31,8,2,4,9,2,11,2024-08-13 13:57:00,2024-08-14 05:57:00,2024-08-14 06:57:00,13.399492,76.565853,Eius neque totam autem quaerat enim aliquid similique illum recusandae amet omnis dicta itaque.,1010
745,110050017202500004,202500004,2025-09-13,44,17,1,1,1,1,4,6,2025-09-12 21:05:00,2025-09-13 22:05:00,2025-09-14 04:05:00,15.776867,75.803546,Corrupti architecto quae minima vel corrupti quia vel.,1005
746,144300004202600003,202600003,2026-01-12,388,4,1,2,4,8,2,1,2026-01-10 21:42:00,2026-01-12 08:42:00,2026-01-12 13:42:00,13.012042,77.718904,Accusamus dolor ullam neque suscipit ducimus ut excepturi nostrum voluptates provident sapiente mollitia animi beatae cumque.,4430
747,110090026202200005,202200005,2022-07-05,108,26,1,2,2,4,2,10,2022-07-04 04:21:00,2022-07-05 22:21:00,2022-07-06 00:21:00,15.915101,75.438508,Reprehenderit veritatis fugit hic unde nostrum atque sit.,1009
748,110170051202600002,202600002,2026-01-09,147,51,1,2,6,12,1,18,2026-01-09 15:47:00,2026-01-09 23:47:00,2026-01-10 01:47:00,17.857104,75.268963,Quas totam eaque quas blanditiis neque quisquam ex.,1017
749,110100029202200002,202200002,2022-07-02,375,29,1,2,5,11,1,11,2022-07-01 10:47:00,2022-07-02 10:47:00,2022-07-02 11:47:00,13.558385,76.538192,Unde quis dolor accusamus voluptas commodi quae quidem error ab laborum porro quibusdam.,1010
750,310080024202400001,202400001,2024-02-18,166,24,3,2,1,2,4,9,2024-02-17 21:47:00,2024-02-18 18:47:00,2024-02-19 00:47:00,12.624782,74.58232,Consectetur et inventore voluptates mollitia quod soluta qui illum assumenda.,1008
751,110050016202500005,202500005,2025-10-23,212,16,1,1,6,12,1,6,2025-10-21 22:33:00,2025-10-23 04:33:00,2025-10-23 06:33:00,15.772275,75.803811,Error omnis illo assumenda vitae animi ab aliquid culpa cum quod ea consequatur ipsam corrupti occaecati.,1005
752,110010006202300002,202300002,2023-08-31,145,6,1,1,6,13,2,2,2023-08-29 10:31:00,2023-08-31 07:31:00,2023-08-31 07:31:00,14.190777,75.450278,Occaecati pariatur dicta ratione eius modi dolorem itaque neque adipisci quod maxime animi doloribus.,1001
753,110130041202300003,202300003,2023-09-25,270,41,1,2,1,2,1,14,2023-09-24 21:44:00,2023-09-25 16:44:00,2023-09-25 21:44:00,15.299099,77.860476,Eius quasi molestias possimus a repudiandae mollitia quia expedita ad.,1013
