district,year_month,incident_count,heinous_ratio,night_incident_ratio,undetected_ratio,month_num,next_month_incidents,predicted_next_month_risk,risk_score_0_100
Gadag,2022-02,4,0.25,0.25,0.0,2,5.0,3.2356563162384147,4.8
Gadag,2022-03,5,0.6,0.2,0.0,3,2.0,3.6432450149453244,8.2
Gadag,2022-04,2,0.5,0.0,0.5,4,3.0,3.118993586181509,3.8
Gadag,2022-05,3,0.0,0.3333333333333333,0.0,5,3.0,3.3361274464632205,5.6
Gadag,2022-06,3,0.0,0.0,0.0,6,2.0,3.499881796323083,7.0
Gadag,2022-07,2,0.0,0.5,0.0,7,3.0,3.6374047726768124,8.1
Gadag,2022-08,3,0.0,0.0,0.3333333333333333,8,4.0,3.5848710159911406,7.7
Gadag,2022-09,4,0.25,0.25,0.5,9,2.0,3.255892342685672,4.9
Gadag,2022-10,2,0.0,1.0,0.5,10,5.0,3.8013097495037322,9.5
Gadag,2022-11,5,0.2,0.2,0.0,11,2.0,3.747548718522657,9.1
Gadag,2023-01,2,0.5,0.5,0.0,1,2.0,3.359669506431637,5.8
Gadag,2023-02,2,0.0,0.5,0.0,2,2.0,3.2054387986999524,4.5
Gadag,2023-03,2,0.5,0.5,0.5,3,5.0,3.0491882561546664,3.2
Gadag,2023-04,5,0.2,0.2,0.0,4,2.0,3.3203707097026602,5.5
Gadag,2023-05,2,0.0,0.5,0.0,5,3.0,3.2848051185630793,5.2
Gadag,2023-06,3,0.0,0.6666666666666666,0.0,6,2.0,3.3509286328823533,5.7
Gadag,2023-07,2,0.5,0.5,0.5,7,4.0,3.7688490073044005,9.3
Gadag,2023-08,4,0.25,0.5,0.25,8,3.0,3.4833600822757944,6.8
Gadag,2023-09,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,9,3.0,3.1955854003664097,4.4
Gadag,2023-10,3,0.0,0.6666666666666666,0.0,10,4.0,3.723441375253815,8.9
Gadag,2023-11,4,0.0,0.75,0.0,11,4.0,3.95035753374237,10.8
Gadag,2023-12,4,0.25,0.25,0.0,12,3.0,3.7360139584070318,9.0
Gadag,2024-01,3,0.6666666666666666,0.0,0.0,1,3.0,3.613704759093325,7.9
Gadag,2024-02,3,0.0,0.0,0.0,2,6.0,3.2805846283105136,5.1
Gadag,2024-03,6,0.3333333333333333,0.5,0.0,3,1.0,3.8794168151284407,10.2
Gadag,2024-04,1,0.0,0.0,0.0,4,7.0,3.321438491232526,5.5
Gadag,2024-05,7,0.14285714285714285,0.42857142857142855,0.14285714285714285,5,2.0,3.5639435117513756,7.5
Gadag,2024-07,2,0.0,0.0,0.0,7,3.0,3.6315157826283775,8.1
Gadag,2024-08,3,0.0,0.6666666666666666,0.0,8,5.0,3.387490970452554,6.0
Gadag,2024-09,5,0.8,0.2,0.0,9,4.0,3.5632432391634166,7.5
Gadag,2024-10,4,0.25,0.25,0.0,10,3.0,3.6427789869132017,8.2
Gadag,2024-11,3,0.0,0.3333333333333333,0.0,11,3.0,3.8530444642696096,10.0
Gadag,2024-12,3,0.0,0.0,0.0,12,5.0,3.9219762008521974,10.6
Gadag,2025-01,5,0.4,0.0,0.2,1,6.0,3.5891296791364304,7.7
Gadag,2025-02,6,0.5,1.0,0.16666666666666666,2,2.0,3.6164621931999594,8.0
Gadag,2025-03,2,0.0,0.5,0.0,3,2.0,3.2028218252439147,4.5
Gadag,2025-04,2,0.0,0.0,0.0,4,5.0,3.3002412794042653,5.3
Gadag,2025-05,5,0.0,0.2,0.2,5,4.0,3.3927402141503067,6.1
Gadag,2025-06,4,0.0,0.25,0.0,6,6.0,3.48825431427453,6.9
Gadag,2025-07,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,7,3.0,3.6418604142321245,8.2
Gadag,2025-08,3,0.3333333333333333,0.3333333333333333,0.0,8,3.0,3.5249410212244725,7.2
Gadag,2025-09,3,0.3333333333333333,1.0,0.0,9,2.0,3.4118546525253164,6.2
Gadag,2025-10,2,0.0,0.0,0.5,10,2.0,3.445315988299598,6.5
Gadag,2025-11,2,0.0,0.5,0.5,11,3.0,3.721313074129798,8.9
Gadag,2025-12,3,0.3333333333333333,0.6666666666666666,0.0,12,1.0,3.648622135855687,8.2
Gadag,2026-01,1,0.0,0.0,1.0,1,3.0,3.8236401609617885,9.7
Gadag,2026-02,3,0.3333333333333333,0.0,0.0,2,3.0,3.461416466187595,6.7
Gadag,2026-03,3,0.0,1.0,0.3333333333333333,3,5.0,3.2679816436210065,5.0
Gadag,2026-04,5,0.0,0.2,0.6,4,6.0,4.316836873887475,13.9
Gadag,2026-05,6,0.3333333333333333,0.5,0.3333333333333333,5,,3.780353550889489,9.4
Hassan,2022-01,2,0.0,0.5,0.5,1,3.0,2.9798826136408136,2.6
Hassan,2022-02,3,0.3333333333333333,0.0,0.3333333333333333,2,5.0,3.3706545924270284,5.9
Hassan,2022-03,5,0.4,0.4,0.0,3,4.0,3.561077057893596,7.5
Hassan,2022-05,4,0.25,0.0,0.0,5,2.0,3.354356451237558,5.8
Hassan,2022-06,2,0.0,0.0,0.0,6,2.0,3.5631034735529137,7.5
Hassan,2022-07,2,0.0,0.5,0.0,7,4.0,3.6374047726768124,8.1
Hassan,2022-08,4,0.5,0.25,0.0,8,4.0,3.565616389254369,7.5
Hassan,2022-09,4,0.25,0.5,0.0,9,2.0,3.382733692887214,6.0
Hassan,2022-10,2,0.0,0.0,0.0,10,4.0,3.9543864299875704,10.8
Hassan,2022-11,4,0.25,0.25,0.0,11,6.0,3.6941273332534066,8.6
Hassan,2022-12,6,0.3333333333333333,0.16666666666666666,0.0,12,2.0,3.7806518521851284,9.4
Hassan,2023-01,2,0.0,0.5,0.0,1,1.0,3.1134280915131796,3.7
Hassan,2023-02,1,1.0,0.0,0.0,2,3.0,3.6807105506339304,8.5
Hassan,2023-03,3,0.0,1.0,0.0,3,2.0,3.264803242200693,5.0
Hassan,2023-04,2,0.0,0.5,0.0,4,4.0,3.253574212188504,4.9
Hassan,2023-05,4,0.0,0.25,0.25,5,2.0,3.333883480547017,5.6
Hassan,2023-06,2,0.0,0.5,0.5,6,3.0,3.619311742681492,8.0
Hassan,2023-07,3,0.3333333333333333,0.6666666666666666,0.0,7,5.0,3.439689411445335,6.5
Hassan,2023-08,5,0.8,0.4,0.0,8,4.0,3.885751570070466,10.2
Hassan,2023-09,4,0.25,0.5,0.0,9,5.0,3.382733692887214,6.0
Hassan,2023-10,5,0.6,0.0,0.2,10,3.0,3.4870037295676486,6.9
Hassan,2023-11,3,0.3333333333333333,0.0,0.0,11,3.0,3.689404561476394,8.6
Hassan,2023-12,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,12,3.0,3.4979821386497174,7.0
Hassan,2024-01,3,0.0,0.3333333333333333,0.0,1,3.0,3.251696209829922,4.9
Hassan,2024-02,3,0.3333333333333333,0.3333333333333333,0.0,2,4.0,3.4472573107593174,6.5
Hassan,2024-03,4,0.5,0.5,0.0,3,6.0,3.499767668013348,7.0
Hassan,2024-04,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,4,4.0,3.6657159545354796,8.4
Hassan,2024-05,4,0.25,0.75,0.0,5,3.0,3.3935487356738996,6.1
Hassan,2024-06,3,0.0,0.3333333333333333,0.0,6,7.0,3.501991894365636,7.0
Hassan,2024-07,7,0.2857142857142857,0.42857142857142855,0.14285714285714285,7,7.0,4.738129503871253,17.5
Hassan,2024-08,7,0.14285714285714285,0.5714285714285714,0.14285714285714285,8,3.0,3.816433458795538,9.7
Hassan,2024-09,3,0.0,0.0,0.0,9,4.0,3.4164557292406625,6.3
Hassan,2024-10,4,0.25,0.75,0.25,10,1.0,3.5548780125633535,7.4
Hassan,2024-11,1,0.0,0.0,0.0,11,4.0,3.929209885439058,10.6
Hassan,2024-12,4,0.25,0.0,0.5,12,2.0,3.6266471022812596,8.1
Hassan,2025-01,2,0.0,1.0,0.0,1,6.0,3.16966733868765,4.2
Hassan,2025-02,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,2,4.0,3.3192872522856827,5.5
Hassan,2025-03,4,0.25,0.5,0.0,3,3.0,3.2248083574927864,4.7
Hassan,2025-04,3,0.3333333333333333,0.6666666666666666,0.0,4,6.0,3.49339697115435,6.9
Hassan,2025-05,6,0.6666666666666666,0.3333333333333333,0.0,5,5.0,3.7976016974825546,9.5
Hassan,2025-06,5,0.6,0.6,0.6,6,5.0,4.2609829556610705,13.4
Hassan,2025-07,5,0.4,0.2,0.0,7,5.0,3.613890917862711,7.9
Hassan,2025-08,5,0.6,0.8,0.0,8,6.0,4.034481379739551,11.5
Hassan,2025-09,6,0.0,0.3333333333333333,0.0,9,5.0,3.5933986223941448,7.8
Hassan,2025-10,5,0.6,0.6,0.0,10,4.0,3.863090323856401,10.1
Hassan,2025-12,4,0.0,0.25,0.0,12,6.0,3.919820817636759,10.5
Hassan,2026-01,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,3.0,3.6560800405000005,8.3
Hassan,2026-02,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,2,3.0,3.3834734939898334,6.0
Hassan,2026-03,3,0.3333333333333333,1.0,0.3333333333333333,3,1.0,3.3319234028299576,5.6
Hassan,2026-04,1,1.0,1.0,0.0,4,1.0,3.672146279378205,8.4
Hassan,2026-05,1,0.0,0.0,0.0,5,,3.360955690625911,5.8
Haveri,2022-01,5,0.2,0.6,0.0,1,4.0,3.4048241988810384,6.2
Haveri,2022-02,4,0.25,0.25,0.0,2,3.0,3.2356563162384147,4.8
Haveri,2022-03,3,0.6666666666666666,0.0,0.0,3,3.0,3.4620172417334016,6.7
Haveri,2022-04,3,0.3333333333333333,0.6666666666666666,0.0,4,7.0,3.49339697115435,6.9
Haveri,2022-05,7,0.2857142857142857,0.5714285714285714,0.0,5,3.0,3.8267962406131386,9.7
Haveri,2022-06,3,0.3333333333333333,0.0,0.0,6,3.0,3.5431388684189016,7.3
Haveri,2022-07,3,0.0,0.6666666666666666,0.0,7,2.0,3.401859181110302,6.2
Haveri,2022-08,2,0.0,0.5,0.0,8,5.0,3.5965789672215607,7.8
Haveri,2022-09,5,0.6,0.4,0.2,9,2.0,3.6742968945158934,8.5
Haveri,2022-10,2,0.0,0.0,0.5,10,1.0,3.445315988299598,6.5
Haveri,2022-11,1,0.0,0.0,0.0,11,3.0,3.929209885439058,10.6
Haveri,2022-12,3,0.3333333333333333,0.3333333333333333,0.0,12,2.0,3.6414572490725097,8.2
Haveri,2023-01,2,0.5,0.0,1.0,1,4.0,3.5338554968484424,7.3
Haveri,2023-02,4,0.0,0.25,0.0,2,2.0,3.2590189481228866,4.9
Haveri,2023-03,2,0.0,0.0,0.5,3,3.0,3.1102070931356383,3.7
Haveri,2023-04,3,0.0,0.6666666666666666,0.0,4,2.0,3.2950752124144604,5.3
Haveri,2023-06,2,0.0,0.5,0.5,6,5.0,3.619311742681492,8.0
Haveri,2023-07,5,0.0,0.4,0.2,7,2.0,3.6623880758954384,8.4
Haveri,2023-08,2,1.0,0.0,0.0,8,8.0,3.8646719701183936,10.1
Haveri,2023-09,8,0.375,0.125,0.25,9,2.0,3.474315963235794,6.8
Haveri,2023-10,2,0.0,1.0,0.0,10,8.0,4.18806633070878,12.8
Haveri,2023-11,8,0.25,0.25,0.0,11,4.0,4.403632843522216,14.6
Haveri,2023-12,4,0.0,0.75,0.0,12,4.0,4.007965567216092,11.3
Haveri,2024-01,4,0.5,0.25,0.0,1,3.0,3.4306216556256324,6.4
Haveri,2024-02,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,4.0,3.388753775602248,6.0
Haveri,2024-03,4,0.25,1.0,0.25,3,3.0,3.25935588225388,5.0
Haveri,2024-04,3,0.0,0.3333333333333333,0.0,4,4.0,3.312815753841475,5.4
Haveri,2024-05,4,0.5,0.25,0.0,5,5.0,3.5740839125033315,7.6
Haveri,2024-06,5,0.2,0.2,0.0,6,7.0,3.509893079933625,7.1
Haveri,2024-07,7,0.42857142857142855,0.42857142857142855,0.0,7,4.0,4.51432022176667,15.6
Haveri,2024-09,4,0.0,1.0,0.5,9,5.0,3.3963101315263216,6.1
Haveri,2024-10,5,0.0,0.6,0.0,10,4.0,3.9417040758486994,10.7
Haveri,2024-11,4,0.25,0.0,0.0,11,2.0,3.77455512955707,9.3
Haveri,2024-12,2,0.5,0.5,0.0,12,3.0,3.9498012940652796,10.8
Haveri,2025-01,3,0.0,0.3333333333333333,0.0,1,2.0,3.251696209829922,4.9
Haveri,2025-02,2,0.0,0.5,0.0,2,4.0,3.2054387986999524,4.5
Haveri,2025-03,4,0.25,0.25,0.25,3,3.0,3.2039931115133493,4.5
Haveri,2025-04,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,4,6.0,3.4505105288133398,6.6
Haveri,2025-05,6,0.0,0.5,0.0,5,3.0,3.30915488260286,5.4
Haveri,2025-06,3,0.3333333333333333,0.6666666666666666,0.0,6,4.0,3.4454748846551593,6.5
Haveri,2025-07,4,0.5,0.5,0.25,7,4.0,3.6204731653872657,8.0
Haveri,2025-08,4,0.25,0.5,0.0,8,2.0,3.501303058103911,7.0
Haveri,2025-09,2,0.0,1.0,0.0,9,3.0,3.447478396693636,6.5
Haveri,2025-11,3,0.3333333333333333,0.3333333333333333,0.0,11,3.0,3.623096585173867,8.0
Haveri,2025-12,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,12,3.0,3.4708456506585255,6.7
Haveri,2026-02,3,0.0,0.3333333333333333,0.0,2,3.0,3.2896944287176124,5.2
Haveri,2026-03,3,0.0,0.0,0.0,3,5.0,3.2629496801822153,5.0
Haveri,2026-04,5,0.2,1.0,0.0,4,5.0,3.472338189504324,6.8
Haveri,2026-05,5,0.2,0.4,0.0,5,,3.3984333706212992,6.1
Hubballi-Dharwad,2022-01,2,0.5,0.5,0.5,1,2.0,2.9540756745267633,2.4
Hubballi-Dharwad,2022-03,2,0.5,0.0,0.0,3,6.0,3.4773622937392528,6.8
Hubballi-Dharwad,2022-04,6,0.3333333333333333,0.3333333333333333,0.0,4,4.0,3.7328740466330315,9.0
Hubballi-Dharwad,2022-05,4,0.25,0.75,0.5,5,3.0,3.22927657245982,4.7
Hubballi-Dharwad,2022-06,3,0.0,0.3333333333333333,0.3333333333333333,6,6.0,3.553329245316003,7.4
Hubballi-Dharwad,2022-07,6,0.5,0.6666666666666666,0.0,7,3.0,3.6816714586270627,8.5
Hubballi-Dharwad,2022-08,3,0.3333333333333333,1.0,0.0,8,5.0,3.5989385420647952,7.8
Hubballi-Dharwad,2022-09,5,0.2,0.6,0.0,9,2.0,3.6594041948926934,8.3
Hubballi-Dharwad,2022-10,2,1.0,0.0,0.0,10,4.0,3.5958090429743446,7.8
Hubballi-Dharwad,2022-11,4,0.0,0.5,0.0,11,5.0,3.8786677837342616,10.2
Hubballi-Dharwad,2022-12,5,0.2,0.6,0.0,12,3.0,3.963436374785334,10.9
Hubballi-Dharwad,2023-01,3,1.0,0.3333333333333333,0.0,1,3.0,3.702879217904481,8.7
Hubballi-Dharwad,2023-02,3,0.0,0.3333333333333333,0.3333333333333333,2,1.0,3.311510729963966,5.4
Hubballi-Dharwad,2023-03,1,0.0,1.0,0.0,3,5.0,3.3188713046967724,5.5
Hubballi-Dharwad,2023-04,5,0.2,0.4,0.0,4,2.0,3.373397176502197,5.9
Hubballi-Dharwad,2023-05,2,0.0,0.5,0.0,5,1.0,3.2848051185630793,5.2
Hubballi-Dharwad,2023-07,1,0.0,0.0,0.0,7,5.0,3.6660208747425282,8.4
Hubballi-Dharwad,2023-08,5,0.6,0.6,0.2,8,4.0,3.872062169179884,10.1
Hubballi-Dharwad,2023-09,4,0.5,0.0,0.0,9,3.0,3.458626915964922,6.6
Hubballi-Dharwad,2023-10,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,10,1.0,3.2665630520391113,5.0
Hubballi-Dharwad,2023-11,1,1.0,0.0,0.0,11,2.0,3.449722049829071,6.6
Hubballi-Dharwad,2023-12,2,0.5,0.5,0.0,12,3.0,3.9498012940652796,10.8
Hubballi-Dharwad,2024-01,3,0.0,0.6666666666666666,0.0,1,2.0,3.2077066188740155,4.5
Hubballi-Dharwad,2024-02,2,1.0,0.5,0.0,2,2.0,3.5324848464884036,7.3
Hubballi-Dharwad,2024-03,2,1.0,0.5,0.0,3,1.0,3.509560934193073,7.1
Hubballi-Dharwad,2024-04,1,0.0,1.0,0.0,4,6.0,3.3561611536237472,5.8
Hubballi-Dharwad,2024-05,6,0.0,0.8333333333333334,0.16666666666666666,5,4.0,3.269655041770822,5.0
Hubballi-Dharwad,2024-06,4,0.0,0.0,0.25,6,3.0,3.5186813295727934,7.1
Hubballi-Dharwad,2024-07,3,0.3333333333333333,0.3333333333333333,0.0,7,1.0,3.526690182924682,7.2
Hubballi-Dharwad,2024-08,1,0.0,0.0,0.0,8,2.0,3.6195542046806257,8.0
Hubballi-Dharwad,2024-09,2,0.0,1.0,0.0,9,1.0,3.447478396693636,6.5
Hubballi-Dharwad,2024-10,1,0.0,0.0,0.0,10,2.0,3.9263195295158853,10.6
Hubballi-Dharwad,2024-11,2,0.5,0.0,0.0,11,3.0,4.057030174935845,11.7
Hubballi-Dharwad,2024-12,3,0.6666666666666666,0.6666666666666666,0.0,12,2.0,3.472283114713128,6.8
Hubballi-Dharwad,2025-01,2,0.0,0.0,0.0,1,4.0,3.2500883139809322,4.9
Hubballi-Dharwad,2025-02,4,0.0,0.75,0.5,2,1.0,3.0112235248847794,2.9
Hubballi-Dharwad,2025-03,1,0.0,1.0,0.0,3,6.0,3.3188713046967724,5.5
Hubballi-Dharwad,2025-04,6,0.16666666666666666,0.16666666666666666,0.0,4,1.0,3.262165322488853,5.0
Hubballi-Dharwad,2025-05,1,0.0,0.0,0.0,5,4.0,3.360955690625911,5.8
Hubballi-Dharwad,2025-07,4,0.5,0.0,0.0,7,4.0,3.5989467836318365,7.8
Hubballi-Dharwad,2025-08,4,0.0,1.0,0.0,8,2.0,3.5052956448343866,7.0
Hubballi-Dharwad,2025-09,2,0.0,0.5,0.0,9,4.0,3.46132334775053,6.7
Hubballi-Dharwad,2025-10,4,0.5,0.25,0.0,10,7.0,3.818826582522272,9.7
Hubballi-Dharwad,2025-11,7,0.42857142857142855,0.2857142857142857,0.14285714285714285,11,5.0,4.145157046933229,12.4
Hubballi-Dharwad,2025-12,5,0.4,0.4,0.2,12,2.0,3.795470029367368,9.5
Hubballi-Dharwad,2026-01,2,0.0,0.5,0.0,1,1.0,3.1134280915131796,3.7
Hubballi-Dharwad,2026-02,1,1.0,0.0,0.0,2,4.0,3.6807105506339304,8.5
Hubballi-Dharwad,2026-03,4,0.5,0.5,0.0,3,3.0,3.499767668013348,7.0
Hubballi-Dharwad,2026-04,3,0.0,0.3333333333333333,0.0,4,2.0,3.312815753841475,5.4
Hubballi-Dharwad,2026-05,2,0.0,0.0,0.0,5,,3.3448027508683147,5.7
Kalaburagi,2022-01,3,0.3333333333333333,0.3333333333333333,0.0,1,2.0,3.4461638227267866,6.5
Kalaburagi,2022-02,2,0.0,0.5,0.0,2,5.0,3.2054387986999524,4.5
Kalaburagi,2022-03,5,0.2,0.4,0.2,3,5.0,3.3659923990666325,5.9
Kalaburagi,2022-04,5,0.2,0.8,0.0,4,4.0,3.444720397838124,6.5
Kalaburagi,2022-05,4,0.25,0.25,0.0,5,4.0,3.3092821473477327,5.4
Kalaburagi,2022-06,4,0.25,0.5,0.0,6,7.0,3.4887351145198244,6.9
Kalaburagi,2022-07,7,0.2857142857142857,0.7142857142857143,0.14285714285714285,7,4.0,4.909894555089457,18.9
Kalaburagi,2022-08,4,0.25,0.25,0.25,8,4.0,3.4289338615103997,6.4
Kalaburagi,2022-09,4,0.0,1.0,0.0,9,1.0,3.363479912779228,5.8
Kalaburagi,2022-10,1,1.0,1.0,0.0,10,2.0,3.6685026414641904,8.4
Kalaburagi,2022-11,2,0.0,0.0,0.0,11,5.0,3.9682527987066454,10.9
Kalaburagi,2022-12,5,0.6,0.6,0.2,12,2.0,3.6712907338297303,8.4
Kalaburagi,2023-01,2,0.0,1.0,0.0,1,3.0,3.16966733868765,4.2
Kalaburagi,2023-02,3,0.6666666666666666,0.3333333333333333,0.0,2,3.0,3.4898074778844816,6.9
Kalaburagi,2023-04,3,0.3333333333333333,0.3333333333333333,0.0,4,2.0,3.4492101159137145,6.6
Kalaburagi,2023-05,2,0.0,0.0,0.0,5,3.0,3.3448027508683147,5.7
Kalaburagi,2023-06,3,0.0,0.3333333333333333,0.3333333333333333,6,6.0,3.553329245316003,7.4
Kalaburagi,2023-07,6,0.16666666666666666,1.0,0.0,7,3.0,3.706329462529347,8.7
Kalaburagi,2023-08,3,0.3333333333333333,0.3333333333333333,0.0,8,4.0,3.5249410212244725,7.2
Kalaburagi,2023-09,4,0.25,0.5,0.0,9,2.0,3.382733692887214,6.0
Kalaburagi,2023-10,2,0.0,1.0,0.0,10,4.0,4.18806633070878,12.8
Kalaburagi,2023-11,4,0.0,0.0,0.0,11,4.0,3.935484753941034,10.7
Kalaburagi,2023-12,4,0.0,0.25,0.0,12,2.0,3.919820817636759,10.5
Kalaburagi,2024-01,2,0.0,0.5,0.5,1,3.0,2.9798826136408136,2.6
Kalaburagi,2024-02,3,0.6666666666666666,0.3333333333333333,0.0,2,4.0,3.4898074778844816,6.9
Kalaburagi,2024-03,4,0.25,0.5,0.75,3,9.0,5.780002494821104,26.3
Kalaburagi,2024-04,9,0.4444444444444444,0.3333333333333333,0.0,4,3.0,4.500150070160797,15.4
Kalaburagi,2024-05,3,0.0,0.0,0.3333333333333333,5,3.0,3.3829399986123105,6.0
Kalaburagi,2024-06,3,0.0,0.6666666666666666,0.0,6,1.0,3.3509286328823533,5.7
Kalaburagi,2024-07,1,0.0,1.0,0.0,7,5.0,3.6956488517619617,8.6
Kalaburagi,2024-08,5,0.0,0.4,0.0,8,7.0,3.6531421426748483,8.3
Kalaburagi,2024-09,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,9,3.0,3.62014994384604,8.0
Kalaburagi,2024-11,3,0.0,0.6666666666666666,0.0,11,3.0,3.786867152012353,9.4
Kalaburagi,2024-12,3,0.0,0.3333333333333333,0.0,12,7.0,3.8947914665559065,10.3
Kalaburagi,2025-01,7,0.2857142857142857,0.14285714285714285,0.2857142857142857,1,3.0,3.316261268113903,5.4
Kalaburagi,2025-02,3,0.3333333333333333,0.3333333333333333,0.0,2,3.0,3.4472573107593174,6.5
Kalaburagi,2025-03,3,0.3333333333333333,1.0,0.0,3,2.0,3.4585800352221425,6.6
Kalaburagi,2025-04,2,0.0,0.0,0.0,4,2.0,3.3002412794042653,5.3
Kalaburagi,2025-05,2,0.0,0.0,0.0,5,4.0,3.3448027508683147,5.7
Kalaburagi,2025-06,4,0.0,0.5,0.0,6,6.0,3.4995266576427038,7.0
Kalaburagi,2025-07,6,0.3333333333333333,0.16666666666666666,0.3333333333333333,7,4.0,3.6020674711535197,7.8
Kalaburagi,2025-08,4,0.0,0.25,0.25,8,2.0,3.5271575090457903,7.2
Kalaburagi,2025-09,2,0.0,0.5,0.0,9,2.0,3.46132334775053,6.7
Kalaburagi,2025-10,2,0.5,0.5,0.0,10,3.0,3.947890415701957,10.8
Kalaburagi,2025-11,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,11,4.0,3.2708745478849774,5.0
Kalaburagi,2025-12,4,0.0,0.0,0.25,12,4.0,3.8942273860200585,10.3
Kalaburagi,2026-01,4,0.5,0.25,0.25,1,2.0,3.309267116231358,5.4
Kalaburagi,2026-02,2,0.5,0.0,0.0,2,5.0,3.493346758063163,6.9
Kalaburagi,2026-03,5,0.2,0.8,0.4,3,3.0,3.383524937523721,6.0
Kalaburagi,2026-04,3,0.0,0.3333333333333333,0.0,4,4.0,3.312815753841475,5.4
Kalaburagi,2026-05,4,0.5,0.25,0.25,5,,3.5091409384900074,7.1
Kodagu,2022-01,2,0.5,0.5,0.0,1,1.0,3.359669506431637,5.8
Kodagu,2022-02,1,1.0,1.0,0.0,2,5.0,3.6405493302649705,8.2
Kodagu,2022-03,5,0.0,0.0,0.0,3,3.0,3.262277232939837,5.0
Kodagu,2022-04,3,0.0,0.6666666666666666,0.0,4,4.0,3.2950752124144604,5.3
Kodagu,2022-05,4,0.25,0.5,0.25,5,4.0,3.3131758718890127,5.4
Kodagu,2022-06,4,0.0,0.25,0.0,6,5.0,3.48825431427453,6.9
Kodagu,2022-07,5,0.4,0.4,0.2,7,5.0,3.7038556986086757,8.7
Kodagu,2022-08,5,0.6,0.2,0.2,8,4.0,3.731487065557054,8.9
Kodagu,2022-09,4,0.0,0.75,0.0,9,1.0,3.3480202664707552,5.7
Kodagu,2022-10,1,0.0,0.0,0.0,10,4.0,3.9263195295158853,10.6
Kodagu,2022-11,4,0.5,0.5,0.0,11,4.0,3.8856350213767064,10.2
Kodagu,2022-12,4,0.0,0.25,0.0,12,3.0,3.919820817636759,10.5
Kodagu,2023-01,3,0.3333333333333333,0.3333333333333333,0.0,1,5.0,3.4461638227267866,6.5
Kodagu,2023-03,5,0.4,0.6,0.4,3,6.0,3.8160623230618897,9.7
Kodagu,2023-04,6,0.5,0.6666666666666666,0.3333333333333333,4,2.0,3.5626669031027007,7.5
Kodagu,2023-05,2,0.0,1.0,0.0,5,3.0,3.312574280560983,5.4
Kodagu,2023-06,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,6,2.0,3.4115730030479137,6.2
Kodagu,2023-07,2,0.5,0.0,0.0,7,2.0,3.6795800612616354,8.5
Kodagu,2023-08,2,0.5,0.5,0.0,8,4.0,3.674446370773824,8.5
Kodagu,2023-09,4,0.5,0.75,0.25,9,3.0,3.363359305660093,5.8
Kodagu,2023-10,3,0.3333333333333333,0.0,0.0,10,1.0,3.6636568761816517,8.4
Kodagu,2023-11,1,0.0,0.0,0.0,11,3.0,3.929209885439058,10.6
Kodagu,2023-12,3,0.0,0.3333333333333333,0.3333333333333333,12,6.0,3.850766264460645,9.9
Kodagu,2024-01,6,0.0,0.16666666666666666,0.16666666666666666,1,4.0,3.2711274227874547,5.1
Kodagu,2024-02,4,0.5,0.5,0.0,2,7.0,3.5091395569885266,7.1
Kodagu,2024-03,7,0.0,0.2857142857142857,0.14285714285714285,3,5.0,3.5301144258401047,7.2
Kodagu,2024-04,5,0.2,0.4,0.0,4,2.0,3.373397176502197,5.9
Kodagu,2024-05,2,0.5,1.0,0.0,5,4.0,3.6469799335003956,8.2
Kodagu,2024-06,4,0.25,0.75,0.0,6,2.0,3.5162272796231644,7.1
Kodagu,2024-07,2,0.0,1.0,0.0,7,1.0,3.658789397755442,8.3
Kodagu,2024-08,1,0.0,0.0,1.0,8,8.0,4.074649131686353,11.8
Kodagu,2024-09,8,0.125,0.625,0.0,9,3.0,3.4727240101370977,6.8
Kodagu,2024-10,3,0.0,0.6666666666666666,0.0,10,1.0,3.723441375253815,8.9
Kodagu,2024-11,1,0.0,0.0,0.0,11,5.0,3.929209885439058,10.6
Kodagu,2024-12,5,0.4,0.8,0.0,12,5.0,4.084746987677292,11.9
Kodagu,2025-02,5,0.4,1.0,0.4,2,6.0,3.7488152805838952,9.1
Kodagu,2025-03,6,0.16666666666666666,0.3333333333333333,0.3333333333333333,3,2.0,3.2872868400341178,5.2
Kodagu,2025-05,2,0.0,0.5,0.0,5,2.0,3.2848051185630793,5.2
Kodagu,2025-06,2,0.0,0.5,0.0,6,4.0,3.5652503185325632,7.5
Kodagu,2025-07,4,0.5,0.5,0.25,7,6.0,3.6204731653872657,8.0
Kodagu,2025-08,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,8,3.0,3.5672326687684017,7.6
Kodagu,2025-09,3,0.0,0.3333333333333333,0.3333333333333333,9,2.0,3.413923073723107,6.3
